List of genes that are upregulated in the fat body from 50-day-old wild-type flies ,,,,,,,,,
Chromtin name,Start site,End site,Strand,Symbol,logFC,PValue,FDR,Upregulation,Downregulation
chr2R,19962535,19965746,+,Mlp60A,-1.306585438,7.49E-07,7.85E-06,FALSE,TRUE
chr2R,19965756,19967999,-,CG10339,-1.484472165,1.82E-06,1.79E-05,FALSE,TRUE
chr2R,20072362,20072446,+,snoRNA:Me28S-G1083a,-1.987851647,0.004623584,0.02116044,FALSE,TRUE
chr2R,20388386,20389757,-,Pros28.1B,-2.828080426,0.001830748,0.009496965,FALSE,TRUE
chr2R,20406945,20408670,+,Ir60d,-4.978386019,0.004157453,0.019260949,FALSE,TRUE
chr2R,20495215,20496311,+,CG42361,-1.13741102,0.000206418,0.001386541,FALSE,TRUE
chr2R,20644902,20647989,+,spz6,-1.876052681,4.06E-09,5.81E-08,FALSE,TRUE
chr2R,20667557,20667892,-,Lcp9,-2.735588195,4.88E-06,4.50E-05,FALSE,TRUE
chr2R,20809027,20815794,-,pain,-1.037165251,7.64E-05,0.000559147,FALSE,TRUE
chr2R,20816269,20824994,-,CG30427,-1.345422462,4.09E-07,4.46E-06,FALSE,TRUE
chr2R,20836169,20842004,+,CG12851,-1.190802016,8.46E-05,0.000613414,FALSE,TRUE
chr2R,20847360,20852606,-,CG2765,-1.314184555,1.47E-06,1.46E-05,FALSE,TRUE
chr2R,20960149,20971843,-,gol,-1.043635134,4.32E-05,0.000333186,FALSE,TRUE
chr2RHet,1707795,1742313,-,Scp1,-1.831176078,6.85E-12,1.41E-10,FALSE,TRUE
chr3L,66438,69003,+,Lsp1gamma,-2.495453458,3.09E-27,1.98E-25,FALSE,TRUE
chr3L,152883,174524,+,p130CAS,-2.060822105,1.04E-14,2.74E-13,FALSE,TRUE
chr3L,180293,182535,+,CG13875,-1.2123311,3.30E-05,0.000260043,FALSE,TRUE
chr3L,277436,290334,+,CG42377,-1.23545139,1.40E-05,0.000120115,FALSE,TRUE
chr3L,616369,616646,-,CG42719,-3.608181481,7.53E-05,0.000551661,FALSE,TRUE
chr3L,909138,912319,+,nerfin-1,-1.547802074,0.002104331,0.010735219,FALSE,TRUE
chr3L,1196320,1199339,+,Aplip1,-1.419957294,1.37E-05,0.000117793,FALSE,TRUE
chr3L,1203315,1204792,-,CG9119,-1.08438953,4.87E-05,0.000370232,FALSE,TRUE
chr3L,1206064,1206789,+,CG34022,-2.38811069,7.54E-09,1.06E-07,FALSE,TRUE
chr3L,1207370,1207868,+,LysB,-2.984143256,8.90E-14,2.16E-12,FALSE,TRUE
chr3L,1208424,1232701,+,mwh,-1.662492743,2.02E-09,3.01E-08,FALSE,TRUE
chr3L,1210484,1210971,+,LysC,-1.611346319,3.37E-07,3.72E-06,FALSE,TRUE
chr3L,1210716,1211196,-,LysD,-1.873096869,1.05E-09,1.64E-08,FALSE,TRUE
chr3L,1218081,1218696,-,LysP,-2.463108761,4.76E-19,1.73E-17,FALSE,TRUE
chr3L,1235728,1242025,+,CG9194,-1.577356994,2.43E-08,3.17E-07,FALSE,TRUE
chr3L,1256451,1274498,+,CG9134,-1.917312491,4.58E-12,9.56E-11,FALSE,TRUE
chr3L,1334876,1339407,+,l(3)02640,-1.085737237,6.06E-05,0.000453314,FALSE,TRUE
chr3L,1488905,1489045,+,snoRNA:Psi28S-2622,-5.831901551,0.000153271,0.001059272,FALSE,TRUE
chr3L,1674708,1715541,+,CG7991,-1.334214445,0.003345832,0.01604297,FALSE,TRUE
chr3L,1797304,1798610,+,CG12020,-7.546971993,9.43E-55,2.37E-52,FALSE,TRUE
chr3L,1832635,1835166,-,Cpr62Bb,-1.878232941,1.55E-12,3.37E-11,FALSE,TRUE
chr3L,1850914,1855591,-,CG13936,-1.624634757,1.29E-07,1.52E-06,FALSE,TRUE
chr3L,2189157,2192180,-,CG5707,-1.099353802,1.56E-05,0.000132672,FALSE,TRUE
chr3L,2244529,2248483,+,CG32301,-2.828080426,0.001830748,0.009496965,FALSE,TRUE
chr3L,2248634,2252729,+,CG32305,-5.831901551,0.000344817,0.002191253,FALSE,TRUE
chr3L,2258838,2262661,-,oxt,-1.597193483,1.48E-09,2.25E-08,FALSE,TRUE
chr3L,2269880,2272769,-,yellow-g,-1.187741011,3.55E-05,0.000277137,FALSE,TRUE
chr3L,2276549,2278038,+,yellow-g2,-1.035186478,0.005160948,0.023266695,FALSE,TRUE
chr3L,2282882,2300960,+,CG13802,-2.810484722,5.30E-25,3.03E-23,FALSE,TRUE
chr3L,2282882,2300960,+,DmsR-2,-2.810484722,5.30E-25,3.03E-23,FALSE,TRUE
chr3L,2601449,2630072,-,Pxn,-1.332380927,7.72E-07,8.06E-06,FALSE,TRUE
chr3L,2642183,2643424,-,CG14949,-1.891082897,5.66E-12,1.17E-10,FALSE,TRUE
chr3L,2883638,2892164,-,spz5,-1.188512422,2.34E-05,0.00019268,FALSE,TRUE
chr3L,2915023,2916654,-,CG9970,-5.696928586,0.000344817,0.002191253,FALSE,TRUE
chr3L,2950173,2951618,-,CG32846,-1.179250465,0.002822352,0.013827505,FALSE,TRUE
chr3L,3090984,3106956,-,Cht7,-1.871755539,5.40E-13,1.23E-11,FALSE,TRUE
chr3L,3173262,3177906,-,CG14964,-1.074352097,0.000104412,0.000743754,FALSE,TRUE
chr3L,3193026,3197061,+,Hsp83,-1.13379397,7.33E-06,6.57E-05,FALSE,TRUE
chr3L,3204599,3205449,-,CG32277,-1.808783109,2.04E-10,3.45E-09,FALSE,TRUE
chr3L,3258154,3267845,+,ckd,-1.619211707,2.24E-09,3.31E-08,FALSE,TRUE
chr3L,3815922,3816354,-,Acp63F,-1.306606914,0.000385757,0.002395886,FALSE,TRUE
chr3L,3893055,3893330,-,snRNA:U11,-2.354529053,0.00028224,0.001837725,FALSE,TRUE
chr3L,3903510,3905033,+,Sc2,-1.517608316,1.07E-08,1.46E-07,FALSE,TRUE
chr3L,3942849,3946457,+,CG14982,-2.581500435,4.77E-06,4.42E-05,FALSE,TRUE
chr3L,3983915,3988589,+,scrt,-1.650749958,0.002043585,0.010471374,FALSE,TRUE
chr3L,4019093,4021179,+,fd64A,-3.548447126,3.58E-08,4.48E-07,FALSE,TRUE
chr3L,4028604,4030247,+,Gr64b,-2.516691331,2.66E-05,0.00021631,FALSE,TRUE
chr3L,4030263,4032032,+,Gr64c,-1.710094422,0.000922966,0.005205058,FALSE,TRUE
chr3L,4211963,4212915,-,Cpr64Ac,-3.265596756,7.11E-28,4.74E-26,FALSE,TRUE
chr3L,4259418,4261649,+,CG1309,-1.259236545,1.60E-06,1.59E-05,FALSE,TRUE
chr3L,4263720,4277782,+,CG1273,-1.146578291,0.005498538,0.024612039,FALSE,TRUE
chr3L,4293994,4307711,-,dyl,-2.033563194,6.96E-06,6.24E-05,FALSE,TRUE
chr3L,4465225,4466630,-,CG32241,-3.958426518,2.18E-07,2.47E-06,FALSE,TRUE
chr3L,4470000,4471032,+,CG32249,-6.457336245,1.71E-22,7.95E-21,FALSE,TRUE
chr3L,4556086,4592295,+,CG42540,-1.782351801,4.03E-08,5.00E-07,FALSE,TRUE
chr3L,4692783,4796249,+,Gef64C,-1.122000623,2.99E-05,0.000240208,FALSE,TRUE
chr3L,5137179,5139248,-,CG10671,-1.418506513,5.68E-08,6.92E-07,FALSE,TRUE
chr3L,5743121,5745330,-,DnaJ-1,-1.309487516,4.32E-07,4.70E-06,FALSE,TRUE
chr3L,5990313,6019310,+,CG32406,-2.469104448,0.000102424,0.000731323,FALSE,TRUE
chr3L,6054476,6056006,-,CG10472,-2.274322111,1.45E-12,3.18E-11,FALSE,TRUE
chr3L,6059594,6064645,+,CG42269,-1.418788946,1.54E-07,1.78E-06,FALSE,TRUE
chr3L,6123484,6124086,-,Lcp65Ag3,-2.816177173,7.55E-05,0.000552665,FALSE,TRUE
chr3L,6124412,6125209,-,Cpr65Au,-1.15721334,1.43E-05,0.000122449,FALSE,TRUE
chr3L,6193572,6196876,+,CG8219,-1.303039002,6.26E-06,5.68E-05,FALSE,TRUE
chr3L,6225568,6226481,-,BG642312,-2.866495655,5.37E-11,1.02E-09,FALSE,TRUE
chr3L,6226590,6227156,-,CG42714,-1.403347196,0.000251607,0.001658318,FALSE,TRUE
chr3L,6324129,6325996,-,CG13300,-1.463253646,0.003554943,0.016895224,FALSE,TRUE
chr3L,6393691,6479064,+,CG42747,-1.309008211,1.94E-05,0.000162652,FALSE,TRUE
chr3L,6783251,6787637,+,vvl,-1.149926239,1.65E-05,0.000139051,FALSE,TRUE
chr3L,6926029,6927939,+,CG14820,-2.711267507,5.33E-08,6.51E-07,FALSE,TRUE
chr3L,7061310,7062297,-,CG32391,-1.512898399,1.80E-08,2.40E-07,FALSE,TRUE
chr3L,7087917,7116397,+,form3,-1.311633792,1.12E-06,1.14E-05,FALSE,TRUE
chr3L,7261248,7278137,-,unc-13-4A,-1.999420723,1.66E-11,3.32E-10,FALSE,TRUE
chr3L,7334982,7338281,-,CG8596,-1.594140944,1.21E-09,1.87E-08,FALSE,TRUE
chr3L,7378747,7380499,-,CG8564,-1.411143152,0.007065245,0.030328466,FALSE,TRUE
chr3L,7438560,7447206,+,CG42458,-1.385971825,3.93E-06,3.71E-05,FALSE,TRUE
chr3L,7532159,7532936,-,CG16998,-1.103497628,0.001923987,0.009917766,FALSE,TRUE
chr3L,7576553,7580348,+,CG14838,-6.174387237,6.54E-06,5.91E-05,FALSE,TRUE
chr3L,7648488,7711439,-,Ank2,-1.447800816,3.49E-08,4.37E-07,FALSE,TRUE
chr3L,7747508,7748274,+,CG7409,-1.855994356,5.11E-12,1.07E-10,FALSE,TRUE
chr3L,7757070,7768703,-,Clk,-1.237971343,2.83E-06,2.73E-05,FALSE,TRUE
chr3L,8134965,8144908,-,CG13676,-1.483806922,4.86E-08,5.98E-07,FALSE,TRUE
chr3L,8176460,8179750,-,ERR,-1.003461128,0.000121873,0.000855212,FALSE,TRUE
chr3L,8194175,8195496,-,CG7366,-2.5414127,9.53E-11,1.72E-09,FALSE,TRUE
chr3L,8292790,8295446,+,CG13671,-1.063629199,3.18E-05,0.000251067,FALSE,TRUE
chr3L,8345454,8349396,-,CG17352,-1.84227088,1.38E-12,3.04E-11,FALSE,TRUE
chr3L,8392268,8395395,+,CG7120,-1.324163773,6.18E-07,6.58E-06,FALSE,TRUE
chr3L,8518343,8527084,+,foi,-1.204930769,4.96E-06,4.56E-05,FALSE,TRUE
chr3L,8610334,8612574,+,CG6372,-1.838990213,0.00016261,0.001119705,FALSE,TRUE
chr3L,8725957,8738447,-,Prm,-1.073129043,4.67E-05,0.000357982,FALSE,TRUE
chr3L,8800724,8801507,+,CG32024,-1.02192866,0.000367507,0.002313021,FALSE,TRUE
chr3L,8948120,8949651,+,GNBP3,-1.326391025,6.33E-07,6.71E-06,FALSE,TRUE
chr3L,8951475,8953995,+,CG13313,-1.441464837,2.32E-06,2.26E-05,FALSE,TRUE
chr3L,8974894,8976312,+,CG13314,-1.128414734,2.81E-05,0.000227155,FALSE,TRUE
chr3L,9143695,9170704,-,Rdl,-1.244253473,0.001848235,0.009571216,FALSE,TRUE
chr3L,9245077,9279877,+,CG42509,-3.685363523,2.00E-05,0.000166816,FALSE,TRUE
chr3L,9245077,9279877,+,Glu-RIB,-3.685363523,2.00E-05,0.000166816,FALSE,TRUE
chr3L,9355207,9355834,+,CG34456,-2.560568796,6.59E-18,2.28E-16,FALSE,TRUE
chr3L,9620415,9622293,-,Or67b,-3.852458796,0.00108294,0.005977576,FALSE,TRUE
chr3L,9631211,9632121,+,CG8329,-1.318903374,0.006058126,0.026657875,FALSE,TRUE
chr3L,10458286,10461580,+,CG32063,-5.831901551,3.11E-05,0.000246219,FALSE,TRUE
chr3L,10483960,10486035,+,CG32064,-7.058222964,1.44E-10,2.54E-09,FALSE,TRUE
chr3L,11016634,11017946,+,Fad2,-2.194548085,4.20E-16,1.28E-14,FALSE,TRUE
chr3L,11029457,11044469,-,CG6327,-1.029473405,8.61E-05,0.000622293,FALSE,TRUE
chr3L,11062148,11062953,-,CG6310,-2.039805449,4.21E-14,1.05E-12,FALSE,TRUE
chr3L,11101919,11102605,-,CG34012,-2.90757157,0.004177,0.01932183,FALSE,TRUE
chr3L,11105380,11106838,-,Sod,-1.028785879,8.57E-05,0.000619654,FALSE,TRUE
chr3L,11129148,11156742,+,CG32082,-1.363589414,3.48E-07,3.83E-06,FALSE,TRUE
chr3L,11158074,11159720,+,Alg10,-1.038686727,0.000102343,0.000731323,FALSE,TRUE
chr3L,11166613,11169992,+,CG14142,-1.167492767,0.003882105,0.018232407,FALSE,TRUE
chr3L,11387789,11388773,+,CG11726,-4.978386019,0.009724661,0.039828326,FALSE,TRUE
chr3L,11456665,11458407,-,CG6140,-5.194225761,0.001795433,0.00935561,FALSE,TRUE
chr3L,11502066,11502494,-,Sgs8,-9.498659994,1.60E-37,1.86E-35,FALSE,TRUE
chr3L,11502960,11503347,+,Sgs7,-8.224122801,1.79E-64,6.44E-62,FALSE,TRUE
chr3L,11505320,11506503,+,Sgs3,-8.228583542,1.26E-80,7.61E-78,FALSE,TRUE
chr3L,11575492,11577164,-,CG32086,-5.696928586,0.000344817,0.002191253,FALSE,TRUE
chr3L,12157302,12168582,-,Rh7,-1.529680133,0.000374178,0.002351083,FALSE,TRUE
chr3L,12181934,12183805,+,Est-6,-1.529236703,8.58E-09,1.19E-07,FALSE,TRUE
chr3L,12190890,12192130,+,CG11529,-1.684460193,4.32E-10,6.99E-09,FALSE,TRUE
chr3L,12603225,12614908,+,caup,-1.254409499,0.000379636,0.0023824,FALSE,TRUE
chr3L,12621035,12641380,+,CG32111,-1.648991617,3.89E-06,3.67E-05,FALSE,TRUE
chr3L,12686847,12703243,+,mirr,-1.359839899,5.44E-07,5.83E-06,FALSE,TRUE
chr3L,12957459,12960833,-,Or69a,-2.52219887,1.01E-13,2.43E-12,FALSE,TRUE
chr3L,12988234,12990518,+,CG11262,-3.445150938,0.002260276,0.011399652,FALSE,TRUE
chr3L,13035866,13036004,+,snoRNA:Psi28S-3327a,-1.724986585,0.000630663,0.003719355,FALSE,TRUE
chr3L,13036043,13036183,+,snoRNA:Psi28S-3327b,-2.026672884,0.000496252,0.003001797,FALSE,TRUE
chr3L,13417670,13418771,-,CG14106,-4.16972915,0.000121531,0.000853384,FALSE,TRUE
chr3L,13418990,13419773,-,CG14105,-1.692810817,2.47E-10,4.13E-09,FALSE,TRUE
chr3L,13509372,13512701,-,CG10710,-1.298787703,5.85E-06,5.34E-05,FALSE,TRUE
chr3L,13979663,13980216,+,CG17362,-4.978386019,0.009724661,0.039828326,FALSE,TRUE
chr3L,13980977,13981726,+,CG9040,-5.696928586,6.88E-05,0.000508504,FALSE,TRUE
chr3L,14068871,14075985,+,btl,-1.474952738,4.40E-08,5.46E-07,FALSE,TRUE
chr3L,14087686,14091156,-,Fbp1,-1.876487144,2.12E-18,7.51E-17,FALSE,TRUE
chr3L,14607557,14615305,+,shd,-1.970035521,5.46E-13,1.24E-11,FALSE,TRUE
chr3L,14698581,14699256,+,CG13476,-4.724475649,0.009724661,0.039828326,FALSE,TRUE
chr3L,15046746,15047233,-,CG18649,-1.830406072,1.56E-09,2.36E-08,FALSE,TRUE
chr3L,15047870,15048667,+,CG13463,-1.771466131,9.66E-09,1.33E-07,FALSE,TRUE
chr3L,15054127,15054805,-,CG13460,-5.548012381,0.000344817,0.002191253,FALSE,TRUE
chr3L,15112977,15118418,-,CG16959,-1.206306197,4.33E-05,0.000333209,FALSE,TRUE
chr3L,15292057,15294042,+,Best4,-3.006455579,0.000282077,0.001837725,FALSE,TRUE
chr3L,15294014,15295885,-,Best3,-2.560529141,2.64E-06,2.55E-05,FALSE,TRUE
chr3L,15329799,15335310,+,Toll-6,-2.766633568,8.10E-06,7.22E-05,FALSE,TRUE
chr3L,15647571,15649110,-,Eig71Ee,-9.757975298,8.15E-42,1.14E-39,FALSE,TRUE
chr3L,15676974,15679700,+,pgant8,-1.47170712,2.21E-06,2.15E-05,FALSE,TRUE
chr3L,15681843,15685147,-,CG34451,-1.814368944,0.003118205,0.015100139,FALSE,TRUE
chr3L,15710918,15713173,+,CG42570,-2.387391385,0.011657358,0.04634668,FALSE,TRUE
chr3L,15844416,15892020,-,pHCl,-1.585217169,8.62E-09,1.20E-07,FALSE,TRUE
chr3L,15848781,15849477,-,CG12486,-1.29098844,0.000257043,0.001689716,FALSE,TRUE
chr3L,15968481,15969528,+,CG17026,-1.139180434,1.92E-05,0.000161113,FALSE,TRUE
chr3L,15985757,15997835,-,CG5830,-1.147542147,1.37E-05,0.000117322,FALSE,TRUE
chr3L,16026877,16027239,+,CG42716,-2.446558644,0.002691378,0.01325473,FALSE,TRUE
chr3L,16028586,16030327,+,CG5895,-1.093802118,0.000331273,0.002119473,FALSE,TRUE
chr3L,16119154,16121696,-,Pgm,-1.160655801,1.03E-05,8.99E-05,FALSE,TRUE
chr3L,16259516,16261256,-,CG4950,-1.734749397,1.04E-10,1.88E-09,FALSE,TRUE
chr3L,16274229,16275092,-,CG13049,-5.831901551,0.000153271,0.001059272,FALSE,TRUE
chr3L,16295590,16296260,-,CG13044,-2.969220296,5.03E-10,8.12E-09,FALSE,TRUE
chr3L,16307384,16308249,+,CG13062,-2.252418419,0.011657358,0.04634668,FALSE,TRUE
chr3L,16332098,16338348,+,CG4998,-1.14640828,7.33E-05,0.000538998,FALSE,TRUE
chr3L,16362975,16363943,+,CG18814,-1.522222101,0.004828868,0.02195337,FALSE,TRUE
chr3L,16372070,16374670,-,CG4753,-2.399367169,2.43E-19,8.91E-18,FALSE,TRUE
chr3L,16374870,16379057,-,CG4729,-1.454460325,4.65E-08,5.75E-07,FALSE,TRUE
chr3L,16463478,16476801,-,argos,-1.492476231,1.09E-08,1.49E-07,FALSE,TRUE
chr3L,16490754,16493562,+,st,-1.252376749,8.74E-06,7.75E-05,FALSE,TRUE
chr3L,16870418,16872472,+,CG32170,-1.153139368,2.36E-05,0.000193972,FALSE,TRUE
chr3L,16921476,16928632,-,CG11905,-1.667934664,6.75E-06,6.07E-05,FALSE,TRUE
chr3L,17020620,17022918,+,CG7730,-1.169264234,1.96E-05,0.000163539,FALSE,TRUE
chr3L,17377120,17382998,-,CG13731,-1.523336116,7.12E-09,9.99E-08,FALSE,TRUE
chr3L,17389123,17414612,-,blot,-1.213901986,3.72E-06,3.52E-05,FALSE,TRUE
chr3L,17463525,17467617,+,CG7589,-1.468293525,4.98E-08,6.11E-07,FALSE,TRUE
chr3L,17539967,17542227,-,Jon74E,-1.031678558,0.000507394,0.003063052,FALSE,TRUE
chr3L,17798015,17799465,-,CG32187,-4.465634097,4.99E-45,8.35E-43,FALSE,TRUE
chr3L,17799550,17801895,-,CG32191,-2.471140082,6.39E-21,2.61E-19,FALSE,TRUE
chr3L,18132503,18138520,+,gk,-1.673099395,1.81E-10,3.15E-09,FALSE,TRUE
chr3L,18520089,18520500,+,CG32198,-2.069228428,2.00E-06,1.96E-05,FALSE,TRUE
chr3L,18687286,18688748,+,CG6893,-5.696928586,0.000783053,0.004491612,FALSE,TRUE
chr3L,18834678,18835887,+,CG32027,-1.544100478,2.54E-08,3.30E-07,FALSE,TRUE
chr3L,18943731,18948508,+,CG6836,-1.82134104,2.43E-11,4.79E-10,FALSE,TRUE
chr3L,18983113,18991383,-,CG18135,-1.591305527,1.22E-09,1.87E-08,FALSE,TRUE
chr3L,18994084,18996393,-,CG18136,-1.663409602,4.30E-09,6.13E-08,FALSE,TRUE
chr3L,19434817,19439544,-,CG33062,-1.594852147,1.61E-08,2.17E-07,FALSE,TRUE
chr3L,19485372,19489812,-,CG9449,-2.11030629,1.44E-15,4.20E-14,FALSE,TRUE
chr3L,19510760,19511375,-,Cpr76Ba,-3.729040109,0.00108294,0.005977576,FALSE,TRUE
chr3L,19514366,19520374,+,Cpr76Bc,-1.217898278,0.002932589,0.014316429,FALSE,TRUE
chr3L,19526700,19531391,+,Cpr76Bd,-2.663626878,2.23E-23,1.15E-21,FALSE,TRUE
chr3L,19694076,19701109,-,serp,-1.48602069,1.10E-08,1.50E-07,FALSE,TRUE
chr3L,19792074,19794386,-,CG14102,-1.497599723,4.75E-08,5.86E-07,FALSE,TRUE
chr3L,19792377,19796527,+,Ir76a,-3.989307469,5.66E-41,7.62E-39,FALSE,TRUE
chr3L,20224789,20226355,+,CG13813,-1.108451109,0.00077962,0.004485566,FALSE,TRUE
chr3L,20261958,20288231,-,gogo,-1.165891281,0.000128773,0.000901219,FALSE,TRUE
chr3L,20315476,20316309,-,CG6434,-3.279075282,0.009894473,0.040365836,FALSE,TRUE
chr3L,20335733,20337419,+,Spn77Bc,-3.317375544,6.86E-16,2.04E-14,FALSE,TRUE
chr3L,20347051,20349794,+,CG5618,-1.09491391,2.97E-05,0.000238092,FALSE,TRUE
chr3L,20360299,20363359,+,in,-2.160833754,9.88E-15,2.60E-13,FALSE,TRUE
chr3L,20410331,20417322,+,zye,-1.285208717,8.25E-07,8.55E-06,FALSE,TRUE
chr3L,20955756,20959862,-,CG12983,-2.387391385,0.003405645,0.016272852,FALSE,TRUE
chr3L,21177561,21186228,-,CG42337,-3.251470167,1.21E-23,6.35E-22,FALSE,TRUE
chr3L,21348376,21349595,-,CG12971,-2.503671678,1.90E-16,5.94E-15,FALSE,TRUE
chr3L,21350782,21352967,+,CG32437,-3.749160484,1.19E-10,2.12E-09,FALSE,TRUE
chr3L,21353278,21354329,+,CG32440,-3.279075282,0.009894473,0.040365836,FALSE,TRUE
chr3L,21435322,21437914,-,CG5656,-4.039769773,5.45E-09,7.70E-08,FALSE,TRUE
chr3L,21481949,21483113,-,Neu2,-1.381113971,0.002616085,0.012926136,FALSE,TRUE
chr3L,21484498,21485873,-,CG7202,-1.687702259,0.001023297,0.005675364,FALSE,TRUE
chr3L,21685901,21699447,-,CG32447,-2.966607506,1.93E-14,4.91E-13,FALSE,TRUE
chr3L,21734638,21735541,+,CG14572,-1.695049244,0.000375979,0.002361418,FALSE,TRUE
chr3L,21948210,21951141,+,CG7458,-1.568633235,5.23E-09,7.39E-08,FALSE,TRUE
chr3L,21978330,21980290,+,Act79B,-2.220594655,9.04E-17,2.93E-15,FALSE,TRUE
chr3L,22459931,22461178,+,CG11438,-1.502043053,2.24E-08,2.95E-07,FALSE,TRUE
chr3L,22461963,22462960,+,CG11437,-2.494165982,9.29E-18,3.20E-16,FALSE,TRUE
chr3L,22663055,22673134,+,CG14457,-1.007313151,0.001383362,0.007479779,FALSE,TRUE
chr3LHet,1135557,1145369,-,CG17374,-1.436172279,7.03E-08,8.50E-07,FALSE,TRUE
chr3R,379,10200,+,CG12581,-1.657846269,3.38E-10,5.53E-09,FALSE,TRUE
chr3R,68506,68868,-,CG34305,-1.896313083,2.05E-05,0.0001703,FALSE,TRUE
chr3R,82693,84166,+,Or82a,-1.409789814,5.52E-07,5.90E-06,FALSE,TRUE
chr3R,291140,304828,-,CG31523,-2.18753503,1.95E-16,6.08E-15,FALSE,TRUE
chr3R,319125,383789,-,CG34357,-4.485713766,5.35E-44,8.41E-42,FALSE,TRUE
chr3R,330332,331985,-,CG34425,-7.00207238,1.76E-08,2.35E-07,FALSE,TRUE
chr3R,678534,695707,+,opa,-2.158856675,7.59E-13,1.72E-11,FALSE,TRUE
chr3R,782716,787070,-,CG2016,-1.379503517,5.71E-07,6.10E-06,FALSE,TRUE
chr3R,1047346,1049197,-,CG2604,-1.118034043,2.12E-05,0.000176142,FALSE,TRUE
chr3R,1232902,1236191,-,Or83b,-1.294112739,0.003334734,0.015999934,FALSE,TRUE
chr3R,1305870,1309607,-,ksr,-1.347530496,2.19E-07,2.48E-06,FALSE,TRUE
chr3R,1538663,1543022,-,cas,-3.768776968,2.91E-28,1.98E-26,FALSE,TRUE
chr3R,1639543,1644544,+,CG42675,-1.10423862,4.17E-05,0.000322324,FALSE,TRUE
chr3R,1688586,1765245,-,CG34113,-1.195140786,0.001339689,0.007267093,FALSE,TRUE
chr3R,2132966,2135018,-,CG31556,-5.696928586,6.88E-05,0.000508504,FALSE,TRUE
chr3R,2356020,2419052,-,dpr11,-2.096722656,4.42E-07,4.80E-06,FALSE,TRUE
chr3R,2384337,2386073,-,CG1137,-4.978386019,0.009724661,0.039828326,FALSE,TRUE
chr3R,2453923,2455043,-,CG15177,-5.381936725,0.001795433,0.00935561,FALSE,TRUE
chr3R,2455891,2456907,+,sunz,-5.696928586,0.000153271,0.001059272,FALSE,TRUE
chr3R,2487139,2504312,-,lab,-1.283973913,0.000500734,0.003026479,FALSE,TRUE
chr3R,2512449,2513761,+,Ccp84Ag,-4.218632786,1.39E-42,2.03E-40,FALSE,TRUE
chr3R,2969208,2970017,+,CR42738,-5.381936725,0.004157453,0.019260949,FALSE,TRUE
chr3R,2969480,2969978,-,CG14610,-5.381936725,0.004157453,0.019260949,FALSE,TRUE
chr3R,3091782,3096533,+,Syt4,-4.573774182,1.84E-55,4.95E-53,FALSE,TRUE
chr3R,3371448,3374844,-,alpha-Est1,-1.353521523,2.15E-07,2.44E-06,FALSE,TRUE
chr3R,3397847,3465156,-,CG34127,-1.647173995,0.000240634,0.001593656,FALSE,TRUE
chr3R,3614001,3615904,-,CG18746,-1.297047135,0.000505863,0.00305503,FALSE,TRUE
chr3R,3800127,3803488,-,CD98hc,-1.724640701,5.01E-11,9.53E-10,FALSE,TRUE
chr3R,3912973,3915290,+,CG7910,-2.084415647,5.47E-15,1.47E-13,FALSE,TRUE
chr3R,3919845,3930805,+,CG7900,-2.496814258,3.56E-20,1.41E-18,FALSE,TRUE
chr3R,4045862,4047910,+,CG18249,-1.927126555,1.47E-13,3.49E-12,FALSE,TRUE
chr3R,4476805,4477215,+,CG8021,-1.141392901,2.93E-05,0.000235168,FALSE,TRUE
chr3R,5230096,5233579,+,CG42511,-1.375243044,1.41E-07,1.65E-06,FALSE,TRUE
chr3R,5230096,5233579,+,CG8135,-1.375243044,1.41E-07,1.65E-06,FALSE,TRUE
chr3R,5234104,5236004,-,betaTub85D,-4.071525795,2.89E-05,0.000232636,FALSE,TRUE
chr3R,5320524,5322447,+,CG8147,-3.36886536,5.34E-34,4.91E-32,FALSE,TRUE
chr3R,5454659,5456607,-,Crc,-1.020237397,7.12E-05,0.00052502,FALSE,TRUE
chr3R,5463903,5475982,+,Dh,-1.546233411,0.000471718,0.002871824,FALSE,TRUE
chr3R,5596253,5597264,-,CG9471,-1.249525206,3.22E-06,3.07E-05,FALSE,TRUE
chr3R,5638468,5639661,+,CG8534,-2.506875902,9.90E-21,4.01E-19,FALSE,TRUE
chr3R,5639882,5640880,+,eloF,-2.752007004,3.11E-24,1.69E-22,FALSE,TRUE
chr3R,5641649,5642708,-,CG16904,-1.446307226,6.08E-08,7.40E-07,FALSE,TRUE
chr3R,5643149,5644117,-,CG9459,-3.016922033,1.16E-28,8.12E-27,FALSE,TRUE
chr3R,5644635,5645599,-,CG9458,-2.993442776,3.50E-28,2.37E-26,FALSE,TRUE
chr3R,5653599,5693842,-,Teh1,-1.643771115,0.00035923,0.002269774,FALSE,TRUE
chr3R,5821265,5822511,-,Gr85a,-3.091364319,0.009894473,0.040365836,FALSE,TRUE
chr3R,5881077,5881805,-,Npc2d,-5.194225761,0.009724661,0.039828326,FALSE,TRUE
chr3R,6335568,6464386,-,hth,-1.222677626,3.04E-06,2.91E-05,FALSE,TRUE
chr3R,6482167,6487177,+,CG34304,-1.998323385,1.43E-05,0.000122449,FALSE,TRUE
chr3R,6606686,6607989,-,CG42633,-1.814368944,0.007649507,0.032530899,FALSE,TRUE
chr3R,6641012,6643214,+,CG4089,-1.139304745,1.38E-05,0.000118093,FALSE,TRUE
